[0.000000] (-) TimerEvent: {}
[0.001459] (-) JobUnselected: {'identifier': 'abc_terasim'}
[0.001485] (-) JobUnselected: {'identifier': 'accel_brake_map_calibrator'}
[0.001575] (-) JobUnselected: {'identifier': 'ad_api_adaptors'}
[0.001593] (-) JobUnselected: {'identifier': 'ad_api_visualizers'}
[0.001619] (-) JobUnselected: {'identifier': 'ar_tag_based_localizer'}
[0.001634] (-) JobUnselected: {'identifier': 'automatic_pose_initializer'}
[0.001988] (-) JobUnselected: {'identifier': 'autonomous_emergency_braking'}
[0.002014] (-) JobUnselected: {'identifier': 'autoware_ad_api_specs'}
[0.002043] (-) JobUnselected: {'identifier': 'autoware_adapi_v1_msgs'}
[0.002066] (-) JobUnselected: {'identifier': 'autoware_adapi_version_msgs'}
[0.002371] (-) JobUnselected: {'identifier': 'autoware_auto_common'}
[0.002409] (-) JobUnselected: {'identifier': 'autoware_auto_control_msgs'}
[0.002554] (-) JobUnselected: {'identifier': 'autoware_auto_geometry'}
[0.002584] (-) JobUnselected: {'identifier': 'autoware_auto_geometry_msgs'}
[0.002610] (-) JobUnselected: {'identifier': 'autoware_auto_mapping_msgs'}
[0.002640] (-) JobUnselected: {'identifier': 'autoware_auto_msgs'}
[0.002756] (-) JobUnselected: {'identifier': 'autoware_auto_msgs_adapter'}
[0.003359] (-) JobUnselected: {'identifier': 'autoware_auto_perception_msgs'}
[0.003401] (-) JobUnselected: {'identifier': 'autoware_auto_perception_rviz_plugin'}
[0.003462] (-) JobUnselected: {'identifier': 'autoware_auto_planning_msgs'}
[0.003579] (-) JobUnselected: {'identifier': 'autoware_auto_system_msgs'}
[0.003609] (-) JobUnselected: {'identifier': 'autoware_auto_tf2'}
[0.003631] (-) JobUnselected: {'identifier': 'autoware_auto_vehicle_msgs'}
[0.003652] (-) JobUnselected: {'identifier': 'autoware_cmake'}
[0.003673] (-) JobUnselected: {'identifier': 'autoware_common_msgs'}
[0.003810] (-) JobUnselected: {'identifier': 'autoware_control_msgs'}
[0.003838] (-) JobUnselected: {'identifier': 'autoware_external_api_msgs'}
[0.003881] (-) JobUnselected: {'identifier': 'autoware_iv_external_api_adaptor'}
[0.004000] (-) JobUnselected: {'identifier': 'autoware_iv_internal_api_adaptor'}
[0.004024] (-) JobUnselected: {'identifier': 'autoware_launch'}
[0.004047] (-) JobUnselected: {'identifier': 'autoware_lint_common'}
[0.004072] (-) JobUnselected: {'identifier': 'autoware_localization_msgs'}
[0.004157] (-) JobUnselected: {'identifier': 'autoware_map_msgs'}
