[0.000000] (-) TimerEvent: {}
[0.000276] (-) JobUnselected: {'identifier': 'abc_terasim'}
[0.000732] (-) JobUnselected: {'identifier': 'accel_brake_map_calibrator'}
[0.000766] (-) JobUnselected: {'identifier': 'ad_api_adaptors'}
[0.000830] (-) JobUnselected: {'identifier': 'ad_api_visualizers'}
[0.000845] (-) JobUnselected: {'identifier': 'ar_tag_based_localizer'}
[0.000871] (-) JobUnselected: {'identifier': 'automatic_pose_initializer'}
[0.001149] (-) JobUnselected: {'identifier': 'autonomous_emergency_braking'}
[0.001164] (-) JobUnselected: {'identifier': 'autoware_ad_api_specs'}
[0.001225] (-) JobUnselected: {'identifier': 'autoware_adapi_v1_msgs'}
[0.001240] (-) JobUnselected: {'identifier': 'autoware_adapi_version_msgs'}
[0.001265] (-) JobUnselected: {'identifier': 'autoware_auto_common'}
[0.001503] (-) JobUnselected: {'identifier': 'autoware_auto_control_msgs'}
[0.001518] (-) JobUnselected: {'identifier': 'autoware_auto_geometry'}
[0.001578] (-) JobUnselected: {'identifier': 'autoware_auto_geometry_msgs'}
[0.001592] (-) JobUnselected: {'identifier': 'autoware_auto_mapping_msgs'}
[0.001615] (-) JobUnselected: {'identifier': 'autoware_auto_msgs'}
[0.001727] (-) JobUnselected: {'identifier': 'autoware_auto_msgs_adapter'}
[0.001756] (-) JobUnselected: {'identifier': 'autoware_auto_perception_msgs'}
[0.001770] (-) JobUnselected: {'identifier': 'autoware_auto_perception_rviz_plugin'}
[0.001793] (-) JobUnselected: {'identifier': 'autoware_auto_planning_msgs'}
[0.001811] (-) JobUnselected: {'identifier': 'autoware_auto_system_msgs'}
[0.002365] (-) JobUnselected: {'identifier': 'autoware_auto_tf2'}
[0.002380] (-) JobUnselected: {'identifier': 'autoware_auto_vehicle_msgs'}
[0.002410] (-) JobUnselected: {'identifier': 'autoware_cmake'}
[0.002452] (-) JobUnselected: {'identifier': 'autoware_common_msgs'}
[0.002486] (-) JobUnselected: {'identifier': 'autoware_control_msgs'}
[0.002525] (-) JobUnselected: {'identifier': 'autoware_external_api_msgs'}
[0.002558] (-) JobUnselected: {'identifier': 'autoware_iv_external_api_adaptor'}
[0.002599] (-) JobUnselected: {'identifier': 'autoware_iv_internal_api_adaptor'}
[0.002623] (-) JobUnselected: {'identifier': 'autoware_launch'}
[0.002647] (-) JobUnselected: {'identifier': 'autoware_lint_common'}
[0.002671] (-) JobUnselected: {'identifier': 'autoware_localization_msgs'}
[0.002695] (-) JobUnselected: {'identifier': 'autoware_map_msgs'}
[0.002734] (-) JobUnselected: {'identifier': 'autoware_perception_msgs'}
